2023-12-18 10:21:01,838 - DEBUG - Starting debug log
2023-12-18 10:21:01,963 - DEBUG - $$$$$$$$$$ PREPARING $$$$$$$$$$
2023-12-18 10:21:04,221 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,227 - WARNING - <http://value.org/left_side> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,232 - WARNING - <http://value.org/right_side> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,232 - WARNING - <http://value.org/child> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,232 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,238 - WARNING - <http://value.org/left_side> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,243 - WARNING - <http://value.org/right_side> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,243 - WARNING - <http://value.org/child> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,243 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2023-12-18 10:21:04,258 - DEBUG - $$$$$$$$$$ PREPARATION COMPLETED $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
2023-12-18 10:21:04,258 - DEBUG - 
2023-12-18 10:21:04,474 - DEBUG - answer_complex_question: RESOLVE SUCCEEDED
2023-12-18 10:21:04,475 - DEBUG - sparql_query: SELECT ?ans ?car ?cdr WHERE {      ?s1 <http://value.org/operation> <http://value.org/cons> .       ?s1 <http://value.org/variable_x> <http://value.org/six> .       ?s1 <http://value.org/variable_y> <http://value.org/nil> .       ?s1 <http://value.org/variable_z> ?list_15 .       ?s2 <http://value.org/operation> <http://value.org/list_divide> .       ?s2 <http://value.org/variable_x> ?list_15 .       ?s2 <http://value.org/variable_y> <http://value.org/list_two> .       ?s2 <http://value.org/variable_z> ?ans .       }
2023-12-18 10:21:04,475 - DEBUG - resolve_bindings: [{'?list_15': 'http://value.org/list_six', '?_cdr_sy1004': 'http://value.org/nil', '?_car_sy1004': 'http://value.org/two', '?_car_before1004': 'http://value.org/one', '?_u1004': 'http://value.org/list_one', '?_car_sx1005': 'http://value.org/one', '?_cdr_sx1005': 'http://value.org/nil', '?_u1003': 'http://value.org/list_one', '?_cdr_sy1007': 'http://value.org/nil', '?_car_sy1007': 'http://value.org/six', '?_car_before1007': 'http://value.org/five', '?_u1007': 'http://value.org/list_five', '?_car_sx1008': 'http://value.org/five', '?_cdr_sx1008': 'http://value.org/nil', '?_v1003': 'http://value.org/list_five', '?_cdr_sy1012': 'http://value.org/nil', '?_car_sy1012': 'http://value.org/five', '?_car_before1012': 'http://value.org/four', '?_u1012': 'http://value.org/list_four', '?_car_sx1013': 'http://value.org/four', '?_cdr_sx1013': 'http://value.org/nil', '?_u1001': 'http://value.org/list_four', '?_cdr_sy1018': 'http://value.org/nil', '?_car_sy1018': 'http://value.org/two', '?_car_before1018': 'http://value.org/one', '?_u1018': 'http://value.org/list_one', '?_car_sx1019': 'http://value.org/one', '?_cdr_sx1019': 'http://value.org/nil', '?_u1017': 'http://value.org/list_one', '?_cdr_sy1021': 'http://value.org/nil', '?_car_sy1021': 'http://value.org/four', '?_car_before1021': 'http://value.org/three', '?_u1021': 'http://value.org/list_three', '?_car_sx1022': 'http://value.org/three', '?_cdr_sx1022': 'http://value.org/nil', '?_v1017': 'http://value.org/list_three', '?_cdr_sy1026': 'http://value.org/nil', '?_car_sy1026': 'http://value.org/three', '?_car_before1026': 'http://value.org/two', '?_u1026': 'http://value.org/list_two', '?_car_sx1027': 'http://value.org/two', '?_cdr_sx1027': 'http://value.org/nil', '?_u1015': 'http://value.org/list_two', '?_v1015': 'http://value.org/list_one', '?_car_sx1031': 'http://value.org/one', '?_cdr_sx1031': 'http://value.org/nil', '?_car_next1031': 'http://value.org/two', '?_u1031': 'http://value.org/list_two', '?_car_sx1032': 'http://value.org/two', '?_cdr_sx1032': 'http://value.org/nil', '?_v1001': 'http://value.org/list_two', '?_car_sx1034': 'http://value.org/two', '?_cdr_sx1034': 'http://value.org/nil', '?_car_next1034': 'http://value.org/three', '?_u1034': 'http://value.org/list_three', '?_car_sx1035': 'http://value.org/three', '?_cdr_sx1035': 'http://value.org/nil', '?ans': 'http://value.org/list_three'}]
2023-12-18 10:21:04,475 - DEBUG - ?ans: http://value.org/list_three
2023-12-18 10:21:04,475 - DEBUG - ===================================================================================================
