2024-04-23 12:26:32,596 - DEBUG - Starting debug log
2024-04-23 12:26:33,788 - DEBUG - $$$$$$$$$$ PREPARATION STARTED $$$$$$$$$$
2024-04-23 12:26:35,170 - WARNING - <http://value.org/program> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,177 - WARNING - <http://value.org/use> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,177 - WARNING - <http://value.org/control> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,177 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,184 - WARNING - <http://value.org/use> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,184 - WARNING - <http://value.org/function> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,184 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,191 - WARNING - <http://value.org/pattern> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,191 - WARNING - <http://value.org/program> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,198 - WARNING - <http://value.org/use> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,198 - WARNING - <http://value.org/control> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,198 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,205 - WARNING - <http://value.org/use> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,205 - WARNING - <http://value.org/function> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,205 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,212 - WARNING - <http://value.org/pattern> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,212 - WARNING - <http://value.org/program> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,219 - WARNING - <http://value.org/use> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,219 - WARNING - <http://value.org/control> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,220 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,226 - WARNING - <http://value.org/use> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,226 - WARNING - <http://value.org/function> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,227 - WARNING - <http://value.org/priority> does not look like a valid URI, trying to serialize this will break.
2024-04-23 12:26:35,233 - DEBUG - $$$$$$$$$$ PREPARATION COMPLETED $$$$$$$$
2024-04-23 12:26:35,233 - DEBUG - 
2024-04-23 12:26:35,487 - DEBUG - reasoner: depth=0
2024-04-23 12:26:35,487 - DEBUG - first clause: {'http://value.org/operation': 'http://value.org/rational_multiply', 'http://value.org/variable_x': 'http://variable.org/root2', 'http://value.org/variable_y': 'http://variable.org/root2', 'http://value.org/variable_z': 'http://value.org/rational_2'}
2024-04-23 12:26:35,488 - DEBUG - search facts: 0, []
2024-04-23 12:26:35,488 - DEBUG - trying applications
2024-04-23 12:26:35,488 - DEBUG - number of applications: 3
2024-04-23 12:26:35,488 - DEBUG - 0/3 trying: http://value.org/application_square_root2
2024-04-23 12:26:35,488 - DEBUG - more than 1 clause in patterns
2024-04-23 12:26:35,489 - DEBUG - result of matched: True
2024-04-23 12:26:35,489 - DEBUG - {'http://value.org/operation': 'http://value.org/rational_number', 'http://value.org/variable_x': 'http://variable.org/_u1001', 'http://value.org/variable_y': 'http://variable.org/_v1001', 'http://value.org/variable_z': 'http://value.org/rational_2'}
2024-04-23 12:26:35,489 - DEBUG - {'http://value.org/operation': 'http://value.org/integer_multiply', 'http://value.org/variable_x': 'http://variable.org/_m1001', 'http://value.org/variable_y': 'http://variable.org/_m1001', 'http://value.org/variable_z': 'http://variable.org/_m21001'}
2024-04-23 12:26:35,489 - DEBUG - {'http://value.org/operation': 'http://value.org/integer_multiply', 'http://value.org/variable_x': 'http://variable.org/_n1001', 'http://value.org/variable_y': 'http://variable.org/_n1001', 'http://value.org/variable_z': 'http://variable.org/_n21001'}
2024-04-23 12:26:35,489 - DEBUG - {'http://value.org/operation': 'http://value.org/integer_multiply', 'http://value.org/variable_x': 'http://variable.org/_m21001', 'http://value.org/variable_y': 'http://variable.org/_v1001', 'http://value.org/variable_z': 'http://variable.org/_m2v1001'}
2024-04-23 12:26:35,489 - DEBUG - {'http://value.org/operation': 'http://value.org/integer_multiply', 'http://value.org/variable_x': 'http://variable.org/_n21001', 'http://value.org/variable_y': 'http://variable.org/_u1001', 'http://value.org/variable_z': 'http://variable.org/_m2v1001'}
2024-04-23 12:26:35,489 - DEBUG - reasoner: depth=1
2024-04-23 12:26:35,489 - DEBUG - first clause: {'http://value.org/operation': 'http://value.org/rational_number', 'http://value.org/variable_x': 'http://variable.org/_u1001', 'http://value.org/variable_y': 'http://variable.org/_v1001', 'http://value.org/variable_z': 'http://value.org/rational_2'}
2024-04-23 12:26:35,489 - DEBUG - search facts: 1, [{'http://variable.org/_u1001': 'http://value.org/2', 'http://variable.org/_v1001': 'http://value.org/1'}]
2024-04-23 12:26:35,490 - DEBUG - reasoner: depth=2
2024-04-23 12:26:35,490 - DEBUG - first clause: {'http://value.org/operation': 'http://value.org/integer_multiply', 'http://value.org/variable_x': 'http://variable.org/_m1001', 'http://value.org/variable_y': 'http://variable.org/_m1001', 'http://value.org/variable_z': 'http://variable.org/_m21001'}
2024-04-23 12:26:35,490 - DEBUG - search facts: 0, []
2024-04-23 12:26:35,490 - DEBUG - trying applications
2024-04-23 12:26:35,490 - DEBUG - number of applications: 11
2024-04-23 12:26:35,490 - DEBUG -       0/11 trying: http://value.org/application_square_integer_factor2_even_odd
2024-04-23 12:26:35,490 - DEBUG - more than 1 clause in patterns
2024-04-23 12:26:35,497 - DEBUG - result of matched: True
2024-04-23 12:26:35,498 - DEBUG - {'http://value.org/operation': 'http://value.org/even', 'http://value.org/variable_x': 'http://variable.org/_zf1003'}
2024-04-23 12:26:35,498 - DEBUG - {'http://value.org/operation': 'http://value.org/integer_factor2', 'http://value.org/variable_x': 'http://variable.org/_z1003', 'http://value.org/variable_y': 'http://variable.org/_zf1003'}
2024-04-23 12:26:35,498 - DEBUG - {'http://value.org/operation': 'http://value.org/odd', 'http://value.org/variable_x': 'http://variable.org/_zf1003'}
2024-04-23 12:26:35,498 - DEBUG - {'http://value.org/operation': 'http://value.org/integer_factor2', 'http://value.org/variable_x': 'http://variable.org/_z1003', 'http://value.org/variable_y': 'http://variable.org/_zf1003'}
2024-04-23 12:26:35,498 - DEBUG - reasoner: depth=3
2024-04-23 12:26:35,498 - DEBUG - first clause: {'http://value.org/operation': 'http://value.org/even', 'http://value.org/variable_x': 'http://variable.org/_zf1003'}
2024-04-23 12:26:35,498 - DEBUG - search facts: 0, []
2024-04-23 12:26:35,498 - DEBUG - trying applications
2024-04-23 12:26:35,498 - DEBUG - number of applications: 1
2024-04-23 12:26:35,498 - DEBUG -               0/1 trying: http://value.org/application_even_odd
2024-04-23 12:26:35,498 - DEBUG - more than 1 clause in patterns
2024-04-23 12:26:35,499 - DEBUG - result of matched: True
2024-04-23 12:26:35,499 - DEBUG - {'http://value.org/operation': 'http://value.org/nil'}
2024-04-23 12:26:35,499 - DEBUG - reasoner: depth=4
2024-04-23 12:26:35,499 - DEBUG - return, depth=3
2024-04-23 12:26:35,499 - DEBUG - return, depth=2
2024-04-23 12:26:35,499 - DEBUG - return, depth=1
2024-04-23 12:26:35,499 - DEBUG - return, depth=0
2024-04-23 12:26:35,499 - DEBUG - answer_complex_question: RESOLVE FAILED
2024-04-23 12:26:35,499 - DEBUG - ============================>> Contradiction found.
2024-04-23 12:26:35,499 - DEBUG - resolve_bindings: []
2024-04-23 12:26:35,499 - DEBUG - Depth reached: 4
2024-04-23 12:26:35,499 - DEBUG - Width reached: 1
2024-04-23 12:26:35,499 - DEBUG - ==============================================================================================
